Month-year,CPI,Interest Rates,Exchange Rates,Product,Unit of Quantity,Production
19-Nov,12.3,13.84,192.7072,Motor Spirits,`000'   Litres,"241,526"
19-Dec,12.4,13.84,193.7072,Motor Spirits,`000'   Litres,"244,032"
13-Jan,8.1,10.61,110.7072,High Speed Diesel,`000'   Litres,405360
13-Feb,7.4,10.53,111.7072,High Speed Diesel,`000'   Litres,"348,426"
13-Mar,6.6,10.46,112.7072,High Speed Diesel,`000'   Litres,"406,385"
13-Apr,5.8,10.51,113.7072,High Speed Diesel,`000'   Litres,"417,140"
13-May,5.1,10.65,114.7072,High Speed Diesel,`000'   Litres,"370,918"
13-Jun,5.9,10.56,115.7072,High Speed Diesel,`000'   Litres,"463,558"
13-Jul,8.3,10.2,116.7072,High Speed Diesel,`000'   Litres,"435,633"
13-Aug,8.5,9.69,117.7072,High Speed Diesel,`000'   Litres,"463,804"
13-Sep,7.4,9.7,118.7072,High Speed Diesel,`000'   Litres,"384,145"
13-Oct,9.1,10.38,119.7072,High Speed Diesel,`000'   Litres,"433,481"
13-Nov,10.9,10,120.7072,High Speed Diesel,`000'   Litres,"422,551"
13-Dec,9.2,10.54,121.7072,High Speed Diesel,`000'   Litres,"387,624"
14-Jan,7.9,11.02,122.7072,High Speed Diesel,`000'   Litres,"405,360"
14-Feb,7.9,10.66,123.7072,High Speed Diesel,`000'   Litres,"417,692"
14-Mar,8.5,10.53,124.7072,High Speed Diesel,`000'   Litres,"418,888"
14-Apr,9.2,10.81,125.7072,High Speed Diesel,`000'   Litres,"397,713"
14-May,8.3,10.59,126.7072,High Speed Diesel,`000'   Litres,"463,937"
14-Jun,8.2,10.37,127.7072,High Speed Diesel,`000'   Litres,"457,409"
14-Jul,7.9,10.38,128.7072,High Speed Diesel,`000'   Litres,"444,613"
14-Aug,7,10.33,129.7072,High Speed Diesel,`000'   Litres,"461,936"
14-Sep,7.7,10.3,130.7072,High Speed Diesel,`000'   Litres,"428,590"
14-Oct,5.8,10.48,131.7072,High Speed Diesel,`000'   Litres,"462,418"
14-Nov,4,10.41,132.7072,High Speed Diesel,`000'   Litres,"392,897"
14-Dec,4.3,10.28,133.7072,High Speed Diesel,`000'   Litres,"371,841"
15-Jan,3.9,10.35,134.7072,High Speed Diesel,`000'   Litres,"424,553"
15-Feb,3.2,9.5,135.7072,High Speed Diesel,`000'   Litres,"400,250"
15-Mar,2.5,9.31,136.7072,High Speed Diesel,`000'   Litres,"446,868"
15-Apr,2.1,8.85,137.7072,High Speed Diesel,`000'   Litres,"501,255"
15-May,3.2,8.61,138.7072,High Speed Diesel,`000'   Litres,"502,998"
15-Jun,3.2,8.24,139.7072,High Speed Diesel,`000'   Litres,"489,073"
15-Jul,1.9,7.88,140.7072,High Speed Diesel,`000'   Litres,"461,112"
15-Aug,1.8,7.78,141.7072,High Speed Diesel,`000'   Litres,"451,601"
15-Sep,1.3,7.78,142.7072,High Speed Diesel,`000'   Litres,"484,759"
15-Oct,1.6,7.57,143.7072,High Speed Diesel,`000'   Litres,"454,435"
15-Nov,2.7,7.32,144.7072,High Speed Diesel,`000'   Litres,"433,872"
15-Dec,3.2,7.28,145.7072,High Speed Diesel,`000'   Litres,"464,865"
16-Jan,3.3,7.15,146.7072,High Speed Diesel,`000'   Litres,"388,182"
16-Feb,4,7.28,147.7072,High Speed Diesel,`000'   Litres,"404,480"
16-Mar,3.9,7.13,148.7072,High Speed Diesel,`000'   Litres,"411,239"
16-Apr,4.2,6.03,149.7072,High Speed Diesel,`000'   Litres,"416,174"
16-May,3.2,7.07,150.7072,High Speed Diesel,`000'   Litres,"396,598"
16-Jun,3.2,7.15,151.7072,High Speed Diesel,`000'   Litres,"474,365"
16-Jul,4.1,6.95,152.7072,High Speed Diesel,`000'   Litres,"466,087"
16-Aug,3.6,6.82,153.7072,High Speed Diesel,`000'   Litres,"446,584"
16-Sep,3.9,6.9,154.7072,High Speed Diesel,`000'   Litres,"484,917"
16-Oct,4.2,6.96,155.7072,High Speed Diesel,`000'   Litres,"449,356"
16-Nov,3.8,6.84,156.7072,High Speed Diesel,`000'   Litres,"463,708"
16-Dec,3.7,7,157.7072,High Speed Diesel,`000'   Litres,"471,868"
17-Jan,3.7,7.09,158.7072,High Speed Diesel,`000'   Litres,"408,769"
17-Feb,4.2,6.95,159.7072,High Speed Diesel,`000'   Litres,"429,555"
17-Mar,4.9,6.93,160.7072,High Speed Diesel,`000'   Litres,"399,614"
17-Apr,4.8,6.9,161.7072,High Speed Diesel,`000'   Litres,"484,182"
17-May,5,6.93,162.7072,High Speed Diesel,`000'   Litres,"487,516"
17-Jun,3.9,7.07,163.7072,High Speed Diesel,`000'   Litres,"468,346"
17-Jul,2.9,7.03,164.7072,High Speed Diesel,`000'   Litres,"474,770"
17-Aug,3.4,6.86,165.7072,High Speed Diesel,`000'   Litres,"569,125"
17-Sep,3.9,6.92,166.7072,High Speed Diesel,`000'   Litres,"527,577"
17-Oct,3.8,7.01,167.7072,High Speed Diesel,`000'   Litres,"575,324"
17-Nov,4,7.07,168.7072,High Speed Diesel,`000'   Litres,"445,068"
17-Dec,4.6,7.04,169.7072,High Speed Diesel,`000'   Litres,"400,706"
18-Jan,4.4,7.11,170.7072,High Speed Diesel,`000'   Litres,"515,687"
18-Feb,3.8,7.01,171.7072,High Speed Diesel,`000'   Litres,"514,216"
18-Mar,3.2,7,172.7072,High Speed Diesel,`000'   Litres,"542,969"
18-Apr,3.7,7.22,173.7072,High Speed Diesel,`000'   Litres,"572,544"
18-May,4.2,7.16,174.7072,High Speed Diesel,`000'   Litres,"588,953"
18-Jun,5.2,7.45,175.7072,High Speed Diesel,`000'   Litres,"555,621"
18-Jul,5.8,7.72,176.7072,High Speed Diesel,`000'   Litres,"519,779"
18-Aug,5.8,7.94,177.7072,High Speed Diesel,`000'   Litres,"480,874"
18-Sep,5.1,8.12,178.7072,High Speed Diesel,`000'   Litres,"495,763"
18-Oct,6.8,8.81,179.7072,High Speed Diesel,`000'   Litres,"506,857"
18-Nov,6.5,9.13,180.7072,High Speed Diesel,`000'   Litres,"482,977"
18-Dec,6.2,9.73,181.7072,High Speed Diesel,`000'   Litres,"364,685"
19-Jan,7.2,10.66,182.7072,High Speed Diesel,`000'   Litres,"449,000"
19-Feb,8.2,10.49,183.7072,High Speed Diesel,`000'   Litres,"450,671"
19-Mar,9.4,10.67,184.7072,High Speed Diesel,`000'   Litres,"468,570"
19-Apr,8.8,11.18,185.7072,High Speed Diesel,`000'   Litres,"551,265"
19-May,9.1,11.6,186.7072,High Speed Diesel,`000'   Litres,"500,406"
19-Jun,8.9,12.43,187.7072,High Speed Diesel,`000'   Litres,"393,815"
19-Jul,10.3,13.26,188.7072,High Speed Diesel,`000'   Litres,"380,275"
19-Aug,11.6,13.09,189.7072,High Speed Diesel,`000'   Litres,"426,810"
19-Sep,12.6,13.51,190.7072,High Speed Diesel,`000'   Litres,"460,334"
19-Oct,11.1,13.67,191.7072,High Speed Diesel,`000'   Litres,"457,240"
19-Nov,12.3,13.84,192.7072,High Speed Diesel,`000'   Litres,"432,728"
19-Dec,12.4,13.84,193.7072,High Speed Diesel,`000'   Litres,"402,488"
13-Jan,8.1,10.61,110.7072,Diesel Oil,`000'   Litres,3932
13-Feb,7.4,10.53,111.7072,Diesel Oil,`000'   Litres,"3,879"
13-Mar,6.6,10.46,112.7072,Diesel Oil,`000'   Litres,"5,982"
13-Apr,5.8,10.51,113.7072,Diesel Oil,`000'   Litres,"2,448"
13-May,5.1,10.65,114.7072,Diesel Oil,`000'   Litres,"4,951"
13-Jun,5.9,10.56,115.7072,Diesel Oil,`000'   Litres,"4,718"
13-Jul,8.3,10.2,116.7072,Diesel Oil,`000'   Litres,"5,495"
13-Aug,8.5,9.69,117.7072,Diesel Oil,`000'   Litres,"3,174"
13-Sep,7.4,9.7,118.7072,Diesel Oil,`000'   Litres,"3,595"
13-Oct,9.1,10.38,119.7072,Diesel Oil,`000'   Litres,"3,985"
13-Nov,10.9,10,120.7072,Diesel Oil,`000'   Litres,"5,665"
13-Dec,9.2,10.54,121.7072,Diesel Oil,`000'   Litres,"5,466"
14-Jan,7.9,11.02,122.7072,Diesel Oil,`000'   Litres,"3,932"
14-Feb,7.9,10.66,123.7072,Diesel Oil,`000'   Litres,"6,812"
14-Mar,8.5,10.53,124.7072,Diesel Oil,`000'   Litres,"7,283"
14-Apr,9.2,10.81,125.7072,Diesel Oil,`000'   Litres,"3,229"
14-May,8.3,10.59,126.7072,Diesel Oil,`000'   Litres,"5,423"
14-Jun,8.2,10.37,127.7072,Diesel Oil,`000'   Litres,"6,833"
14-Jul,7.9,10.38,128.7072,Diesel Oil,`000'   Litres,"3,302"
14-Aug,7,10.33,129.7072,Diesel Oil,`000'   Litres,"5,138"
14-Sep,7.7,10.3,130.7072,Diesel Oil,`000'   Litres,"6,281"
14-Oct,5.8,10.48,131.7072,Diesel Oil,`000'   Litres,"4,630"
14-Nov,4,10.41,132.7072,Diesel Oil,`000'   Litres,"5,420"
14-Dec,4.3,10.28,133.7072,Diesel Oil,`000'   Litres,"4,984"
15-Jan,3.9,10.35,134.7072,Diesel Oil,`000'   Litres,"3,047"
15-Feb,3.2,9.5,135.7072,Diesel Oil,`000'   Litres,"3,146"
15-Mar,2.5,9.31,136.7072,Diesel Oil,`000'   Litres,"5,992"
15-Apr,2.1,8.85,137.7072,Diesel Oil,`000'   Litres,"5,770"
15-May,3.2,8.61,138.7072,Diesel Oil,`000'   Litres,"5,580"
15-Jun,3.2,8.24,139.7072,Diesel Oil,`000'   Litres,"3,535"
15-Jul,1.9,7.88,140.7072,Diesel Oil,`000'   Litres,"6,744"
15-Aug,1.8,7.78,141.7072,Diesel Oil,`000'   Litres,"3,959"
15-Sep,1.3,7.78,142.7072,Diesel Oil,`000'   Litres,"2,673"
15-Oct,1.6,7.57,143.7072,Diesel Oil,`000'   Litres,"3,628"
15-Nov,2.7,7.32,144.7072,Diesel Oil,`000'   Litres,"3,036"
15-Dec,3.2,7.28,145.7072,Diesel Oil,`000'   Litres,"2,717"
16-Jan,3.3,7.15,146.7072,Diesel Oil,`000'   Litres,"3,108"
16-Feb,4,7.28,147.7072,Diesel Oil,`000'   Litres,"1,974"
16-Mar,3.9,7.13,148.7072,Diesel Oil,`000'   Litres,"2,632"
16-Apr,4.2,6.03,149.7072,Diesel Oil,`000'   Litres,990
16-May,3.2,7.07,150.7072,Diesel Oil,`000'   Litres,"1,566"
16-Jun,3.2,7.15,151.7072,Diesel Oil,`000'   Litres,"2,963"
16-Jul,4.1,6.95,152.7072,Diesel Oil,`000'   Litres,"1,520"
16-Aug,3.6,6.82,153.7072,Diesel Oil,`000'   Litres,"1,966"
16-Sep,3.9,6.9,154.7072,Diesel Oil,`000'   Litres,"1,322"
16-Oct,4.2,6.96,155.7072,Diesel Oil,`000'   Litres,"3,207"
16-Nov,3.8,6.84,156.7072,Diesel Oil,`000'   Litres,"1,203"
16-Dec,3.7,7,157.7072,Diesel Oil,`000'   Litres,"3,277"
17-Jan,3.7,7.09,158.7072,Diesel Oil,`000'   Litres,"1,842"
17-Feb,4.2,6.95,159.7072,Diesel Oil,`000'   Litres,"2,605"
17-Mar,4.9,6.93,160.7072,Diesel Oil,`000'   Litres,"2,818"
17-Apr,4.8,6.9,161.7072,Diesel Oil,`000'   Litres,"2,589"
17-May,5,6.93,162.7072,Diesel Oil,`000'   Litres,"3,456"
17-Jun,3.9,7.07,163.7072,Diesel Oil,`000'   Litres,"1,923"
17-Jul,2.9,7.03,164.7072,Diesel Oil,`000'   Litres,"2,149"
17-Aug,3.4,6.86,165.7072,Diesel Oil,`000'   Litres,"3,413"
17-Sep,3.9,6.92,166.7072,Diesel Oil,`000'   Litres,"3,115"
17-Oct,3.8,7.01,167.7072,Diesel Oil,`000'   Litres,"3,114"
17-Nov,4,7.07,168.7072,Diesel Oil,`000'   Litres,"1,610"
17-Dec,4.6,7.04,169.7072,Diesel Oil,`000'   Litres,"2,245"
18-Jan,4.4,7.11,170.7072,Diesel Oil,`000'   Litres,"2,798"
18-Feb,3.8,7.01,171.7072,Diesel Oil,`000'   Litres,"3,132"
18-Mar,3.2,7,172.7072,Diesel Oil,`000'   Litres,"3,738"
18-Apr,3.7,7.22,173.7072,Diesel Oil,`000'   Litres,"4,467"
18-May,4.2,7.16,174.7072,Diesel Oil,`000'   Litres,"3,404"
18-Jun,5.2,7.45,175.7072,Diesel Oil,`000'   Litres,"5,183"
18-Jul,5.8,7.72,176.7072,Diesel Oil,`000'   Litres,"2,410"
18-Aug,5.8,7.94,177.7072,Diesel Oil,`000'   Litres,"2,879"
18-Sep,5.1,8.12,178.7072,Diesel Oil,`000'   Litres,"4,959"
18-Oct,6.8,8.81,179.7072,Diesel Oil,`000'   Litres,"4,202"
18-Nov,6.5,9.13,180.7072,Diesel Oil,`000'   Litres,"4,057"
18-Dec,6.2,9.73,181.7072,Diesel Oil,`000'   Litres,"2,375"
19-Jan,7.2,10.66,182.7072,Diesel Oil,`000'   Litres,"4,156"
19-Feb,8.2,10.49,183.7072,Diesel Oil,`000'   Litres,"4,158"
19-Mar,9.4,10.67,184.7072,Diesel Oil,`000'   Litres,"4,390"
19-Apr,8.8,11.18,185.7072,Diesel Oil,`000'   Litres,"4,555"
19-May,9.1,11.6,186.7072,Diesel Oil,`000'   Litres,"3,159"
19-Jun,8.9,12.43,187.7072,Diesel Oil,`000'   Litres,"3,458"
19-Jul,10.3,13.26,188.7072,Diesel Oil,`000'   Litres,"4,413"
19-Aug,11.6,13.09,189.7072,Diesel Oil,`000'   Litres,"4,792"
19-Sep,12.6,13.51,190.7072,Diesel Oil,`000'   Litres,"3,429"
19-Oct,11.1,13.67,191.7072,Diesel Oil,`000'   Litres,"3,965"
19-Nov,12.3,13.84,192.7072,Diesel Oil,`000'   Litres,"2,074"
19-Dec,12.4,13.84,193.7072,Diesel Oil,`000'   Litres,"1,882"
13-Jan,8.1,10.61,110.7072,Furnace Oil,`000'   Litres,253697
13-Feb,7.4,10.53,111.7072,Furnace Oil,`000'   Litres,"221,954"
13-Mar,6.6,10.46,112.7072,Furnace Oil,`000'   Litres,"234,144"
13-Apr,5.8,10.51,113.7072,Furnace Oil,`000'   Litres,"243,747"
13-May,5.1,10.65,114.7072,Furnace Oil,`000'   Litres,"219,804"
13-Jun,5.9,10.56,115.7072,Furnace Oil,`000'   Litres,"249,932"
13-Jul,8.3,10.2,116.7072,Furnace Oil,`000'   Litres,"243,246"
13-Aug,8.5,9.69,117.7072,Furnace Oil,`000'   Litres,"259,970"
13-Sep,7.4,9.7,118.7072,Furnace Oil,`000'   Litres,"234,289"
13-Oct,9.1,10.38,119.7072,Furnace Oil,`000'   Litres,"257,260"
13-Nov,10.9,10,120.7072,Furnace Oil,`000'   Litres,"261,431"
13-Dec,9.2,10.54,121.7072,Furnace Oil,`000'   Litres,"254,892"
14-Jan,7.9,11.02,122.7072,Furnace Oil,`000'   Litres,"253,697"
14-Feb,7.9,10.66,123.7072,Furnace Oil,`000'   Litres,"282,719"
14-Mar,8.5,10.53,124.7072,Furnace Oil,`000'   Litres,"256,768"
14-Apr,9.2,10.81,125.7072,Furnace Oil,`000'   Litres,"219,221"
14-May,8.3,10.59,126.7072,Furnace Oil,`000'   Litres,"262,438"
14-Jun,8.2,10.37,127.7072,Furnace Oil,`000'   Litres,"255,248"
14-Jul,7.9,10.38,128.7072,Furnace Oil,`000'   Litres,"262,222"
14-Aug,7,10.33,129.7072,Furnace Oil,`000'   Litres,"271,741"
14-Sep,7.7,10.3,130.7072,Furnace Oil,`000'   Litres,"255,335"
14-Oct,5.8,10.48,131.7072,Furnace Oil,`000'   Litres,"278,893"
14-Nov,4,10.41,132.7072,Furnace Oil,`000'   Litres,"218,812"
14-Dec,4.3,10.28,133.7072,Furnace Oil,`000'   Litres,"214,426"
15-Jan,3.9,10.35,134.7072,Furnace Oil,`000'   Litres,"257,822"
15-Feb,3.2,9.5,135.7072,Furnace Oil,`000'   Litres,"246,058"
15-Mar,2.5,9.31,136.7072,Furnace Oil,`000'   Litres,"283,817"
15-Apr,2.1,8.85,137.7072,Furnace Oil,`000'   Litres,"277,082"
15-May,3.2,8.61,138.7072,Furnace Oil,`000'   Litres,"281,958"
15-Jun,3.2,8.24,139.7072,Furnace Oil,`000'   Litres,"273,027"
15-Jul,1.9,7.88,140.7072,Furnace Oil,`000'   Litres,"271,578"
15-Aug,1.8,7.78,141.7072,Furnace Oil,`000'   Litres,"262,688"
15-Sep,1.3,7.78,142.7072,Furnace Oil,`000'   Litres,"284,669"
15-Oct,1.6,7.57,143.7072,Furnace Oil,`000'   Litres,"304,349"
15-Nov,2.7,7.32,144.7072,Furnace Oil,`000'   Litres,"249,841"
15-Dec,3.2,7.28,145.7072,Furnace Oil,`000'   Litres,"288,771"
16-Jan,3.3,7.15,146.7072,Furnace Oil,`000'   Litres,"262,127"
16-Feb,4,7.28,147.7072,Furnace Oil,`000'   Litres,"242,229"
16-Mar,3.9,7.13,148.7072,Furnace Oil,`000'   Litres,"238,961"
16-Apr,4.2,6.03,149.7072,Furnace Oil,`000'   Litres,"214,954"
16-May,3.2,7.07,150.7072,Furnace Oil,`000'   Litres,"220,148"
16-Jun,3.2,7.15,151.7072,Furnace Oil,`000'   Litres,"279,551"
16-Jul,4.1,6.95,152.7072,Furnace Oil,`000'   Litres,"290,128"
16-Aug,3.6,6.82,153.7072,Furnace Oil,`000'   Litres,"249,833"
16-Sep,3.9,6.9,154.7072,Furnace Oil,`000'   Litres,"281,489"
16-Oct,4.2,6.96,155.7072,Furnace Oil,`000'   Litres,"287,227"
16-Nov,3.8,6.84,156.7072,Furnace Oil,`000'   Litres,"273,080"
16-Dec,3.7,7,157.7072,Furnace Oil,`000'   Litres,"296,916"
17-Jan,3.7,7.09,158.7072,Furnace Oil,`000'   Litres,"250,851"
17-Feb,4.2,6.95,159.7072,Furnace Oil,`000'   Litres,"249,667"
17-Mar,4.9,6.93,160.7072,Furnace Oil,`000'   Litres,"223,935"
17-Apr,4.8,6.9,161.7072,Furnace Oil,`000'   Litres,"263,268"
17-May,5,6.93,162.7072,Furnace Oil,`000'   Litres,"269,423"
17-Jun,3.9,7.07,163.7072,Furnace Oil,`000'   Litres,"239,270"
17-Jul,2.9,7.03,164.7072,Furnace Oil,`000'   Litres,"284,513"
17-Aug,3.4,6.86,165.7072,Furnace Oil,`000'   Litres,"357,623"
17-Sep,3.9,6.92,166.7072,Furnace Oil,`000'   Litres,"316,674"
17-Oct,3.8,7.01,167.7072,Furnace Oil,`000'   Litres,"359,738"
17-Nov,4,7.07,168.7072,Furnace Oil,`000'   Litres,"243,295"
17-Dec,4.6,7.04,169.7072,Furnace Oil,`000'   Litres,"207,167"
18-Jan,4.4,7.11,170.7072,Furnace Oil,`000'   Litres,"273,406"
18-Feb,3.8,7.01,171.7072,Furnace Oil,`000'   Litres,"245,991"
18-Mar,3.2,7,172.7072,Furnace Oil,`000'   Litres,"272,015"
18-Apr,3.7,7.22,173.7072,Furnace Oil,`000'   Litres,"312,768"
18-May,4.2,7.16,174.7072,Furnace Oil,`000'   Litres,"336,518"
18-Jun,5.2,7.45,175.7072,Furnace Oil,`000'   Litres,"268,214"
18-Jul,5.8,7.72,176.7072,Furnace Oil,`000'   Litres,"285,800"
18-Aug,5.8,7.94,177.7072,Furnace Oil,`000'   Litres,"270,905"
18-Sep,5.1,8.12,178.7072,Furnace Oil,`000'   Litres,"268,741"
18-Oct,6.8,8.81,179.7072,Furnace Oil,`000'   Litres,"284,017"
18-Nov,6.5,9.13,180.7072,Furnace Oil,`000'   Litres,"248,256"
18-Dec,6.2,9.73,181.7072,Furnace Oil,`000'   Litres,"195,711"
19-Jan,7.2,10.66,182.7072,Furnace Oil,`000'   Litres,"246,383"
19-Feb,8.2,10.49,183.7072,Furnace Oil,`000'   Litres,"227,333"
19-Mar,9.4,10.67,184.7072,Furnace Oil,`000'   Litres,"249,164"
19-Apr,8.8,11.18,185.7072,Furnace Oil,`000'   Litres,"267,264"
19-May,9.1,11.6,186.7072,Furnace Oil,`000'   Litres,"280,809"
19-Jun,8.9,12.43,187.7072,Furnace Oil,`000'   Litres,"238,827"
19-Jul,10.3,13.26,188.7072,Furnace Oil,`000'   Litres,"209,418"
19-Aug,11.6,13.09,189.7072,Furnace Oil,`000'   Litres,"235,003"
19-Sep,12.6,13.51,190.7072,Furnace Oil,`000'   Litres,"230,450"
19-Oct,11.1,13.67,191.7072,Furnace Oil,`000'   Litres,"247,003"
19-Nov,12.3,13.84,192.7072,Furnace Oil,`000'   Litres,"223,604"
19-Dec,12.4,13.84,193.7072,Furnace Oil,`000'   Litres,"189,579"
13-Jan,8.1,10.61,110.7072,Lubricating Oil,`000'   Litres,17693
13-Feb,7.4,10.53,111.7072,Lubricating Oil,`000'   Litres,"18,725"
13-Mar,6.6,10.46,112.7072,Lubricating Oil,`000'   Litres,"20,626"
13-Apr,5.8,10.51,113.7072,Lubricating Oil,`000'   Litres,"19,668"
13-May,5.1,10.65,114.7072,Lubricating Oil,`000'   Litres,"18,463"
13-Jun,5.9,10.56,115.7072,Lubricating Oil,`000'   Litres,"21,416"
13-Jul,8.3,10.2,116.7072,Lubricating Oil,`000'   Litres,"19,398"
13-Aug,8.5,9.69,117.7072,Lubricating Oil,`000'   Litres,"21,692"
13-Sep,7.4,9.7,118.7072,Lubricating Oil,`000'   Litres,"20,121"
13-Oct,9.1,10.38,119.7072,Lubricating Oil,`000'   Litres,"20,552"
13-Nov,10.9,10,120.7072,Lubricating Oil,`000'   Litres,"18,230"
13-Dec,9.2,10.54,121.7072,Lubricating Oil,`000'   Litres,"17,785"
14-Jan,7.9,11.02,122.7072,Lubricating Oil,`000'   Litres,"17,693"
14-Feb,7.9,10.66,123.7072,Lubricating Oil,`000'   Litres,"18,261"
14-Mar,8.5,10.53,124.7072,Lubricating Oil,`000'   Litres,"18,947"
14-Apr,9.2,10.81,125.7072,Lubricating Oil,`000'   Litres,"14,657"
14-May,8.3,10.59,126.7072,Lubricating Oil,`000'   Litres,"18,825"
14-Jun,8.2,10.37,127.7072,Lubricating Oil,`000'   Litres,"18,448"
14-Jul,7.9,10.38,128.7072,Lubricating Oil,`000'   Litres,"18,337"
14-Aug,7,10.33,129.7072,Lubricating Oil,`000'   Litres,"15,888"
14-Sep,7.7,10.3,130.7072,Lubricating Oil,`000'   Litres,"19,588"
14-Oct,5.8,10.48,131.7072,Lubricating Oil,`000'   Litres,"18,668"
14-Nov,4,10.41,132.7072,Lubricating Oil,`000'   Litres,"18,728"
14-Dec,4.3,10.28,133.7072,Lubricating Oil,`000'   Litres,"16,339"
15-Jan,3.9,10.35,134.7072,Lubricating Oil,`000'   Litres,"13,546"
15-Feb,3.2,9.5,135.7072,Lubricating Oil,`000'   Litres,"13,062"
15-Mar,2.5,9.31,136.7072,Lubricating Oil,`000'   Litres,"15,864"
15-Apr,2.1,8.85,137.7072,Lubricating Oil,`000'   Litres,"20,076"
15-May,3.2,8.61,138.7072,Lubricating Oil,`000'   Litres,"20,020"
15-Jun,3.2,8.24,139.7072,Lubricating Oil,`000'   Litres,"19,360"
15-Jul,1.9,7.88,140.7072,Lubricating Oil,`000'   Litres,"20,683"
15-Aug,1.8,7.78,141.7072,Lubricating Oil,`000'   Litres,"17,677"
15-Sep,1.3,7.78,142.7072,Lubricating Oil,`000'   Litres,"18,455"
15-Oct,1.6,7.57,143.7072,Lubricating Oil,`000'   Litres,"20,081"
15-Nov,2.7,7.32,144.7072,Lubricating Oil,`000'   Litres,"20,455"
15-Dec,3.2,7.28,145.7072,Lubricating Oil,`000'   Litres,"19,738"
16-Jan,3.3,7.15,146.7072,Lubricating Oil,`000'   Litres,"21,000"
16-Feb,4,7.28,147.7072,Lubricating Oil,`000'   Litres,"19,556"
16-Mar,3.9,7.13,148.7072,Lubricating Oil,`000'   Litres,"17,652"
16-Apr,4.2,6.03,149.7072,Lubricating Oil,`000'   Litres,"17,459"
16-May,3.2,7.07,150.7072,Lubricating Oil,`000'   Litres,"21,426"
16-Jun,3.2,7.15,151.7072,Lubricating Oil,`000'   Litres,"12,471"
16-Jul,4.1,6.95,152.7072,Lubricating Oil,`000'   Litres,"18,784"
16-Aug,3.6,6.82,153.7072,Lubricating Oil,`000'   Litres,"19,024"
16-Sep,3.9,6.9,154.7072,Lubricating Oil,`000'   Litres,"19,876"
16-Oct,4.2,6.96,155.7072,Lubricating Oil,`000'   Litres,"18,080"
16-Nov,3.8,6.84,156.7072,Lubricating Oil,`000'   Litres,"16,532"
16-Dec,3.7,7,157.7072,Lubricating Oil,`000'   Litres,"21,359"
17-Jan,3.7,7.09,158.7072,Lubricating Oil,`000'   Litres,"20,990"
17-Feb,4.2,6.95,159.7072,Lubricating Oil,`000'   Litres,"17,297"
17-Mar,4.9,6.93,160.7072,Lubricating Oil,`000'   Litres,"19,518"
17-Apr,4.8,6.9,161.7072,Lubricating Oil,`000'   Litres,"18,204"
17-May,5,6.93,162.7072,Lubricating Oil,`000'   Litres,"14,675"
17-Jun,3.9,7.07,163.7072,Lubricating Oil,`000'   Litres,"19,011"
17-Jul,2.9,7.03,164.7072,Lubricating Oil,`000'   Litres,"17,209"
17-Aug,3.4,6.86,165.7072,Lubricating Oil,`000'   Litres,"17,951"
17-Sep,3.9,6.92,166.7072,Lubricating Oil,`000'   Litres,"14,994"
17-Oct,3.8,7.01,167.7072,Lubricating Oil,`000'   Litres,"17,693"
17-Nov,4,7.07,168.7072,Lubricating Oil,`000'   Litres,"9,831"
17-Dec,4.6,7.04,169.7072,Lubricating Oil,`000'   Litres,"15,932"
18-Jan,4.4,7.11,170.7072,Lubricating Oil,`000'   Litres,"17,076"
18-Feb,3.8,7.01,171.7072,Lubricating Oil,`000'   Litres,"16,324"
18-Mar,3.2,7,172.7072,Lubricating Oil,`000'   Litres,"18,876"
18-Apr,3.7,7.22,173.7072,Lubricating Oil,`000'   Litres,"19,439"
18-May,4.2,7.16,174.7072,Lubricating Oil,`000'   Litres,"17,076"
18-Jun,5.2,7.45,175.7072,Lubricating Oil,`000'   Litres,"17,802"
18-Jul,5.8,7.72,176.7072,Lubricating Oil,`000'   Litres,"18,008"
18-Aug,5.8,7.94,177.7072,Lubricating Oil,`000'   Litres,"17,291"
18-Sep,5.1,8.12,178.7072,Lubricating Oil,`000'   Litres,"17,793"
18-Oct,6.8,8.81,179.7072,Lubricating Oil,`000'   Litres,"19,042"
18-Nov,6.5,9.13,180.7072,Lubricating Oil,`000'   Litres,"17,226"
18-Dec,6.2,9.73,181.7072,Lubricating Oil,`000'   Litres,"20,443"
19-Jan,7.2,10.66,182.7072,Lubricating Oil,`000'   Litres,"18,632"
19-Feb,8.2,10.49,183.7072,Lubricating Oil,`000'   Litres,"17,013"
19-Mar,9.4,10.67,184.7072,Lubricating Oil,`000'   Litres,"21,146"
19-Apr,8.8,11.18,185.7072,Lubricating Oil,`000'   Litres,"18,797"
19-May,9.1,11.6,186.7072,Lubricating Oil,`000'   Litres,"19,299"
19-Jun,8.9,12.43,187.7072,Lubricating Oil,`000'   Litres,"15,089"
19-Jul,10.3,13.26,188.7072,Lubricating Oil,`000'   Litres,"16,342"
19-Aug,11.6,13.09,189.7072,Lubricating Oil,`000'   Litres,"7,702"
19-Sep,12.6,13.51,190.7072,Lubricating Oil,`000'   Litres,"13,954"
19-Oct,11.1,13.67,191.7072,Lubricating Oil,`000'   Litres,"19,610"
19-Nov,12.3,13.84,192.7072,Lubricating Oil,`000'   Litres,"15,430"
19-Dec,12.4,13.84,193.7072,Lubricating Oil,`000'   Litres,"11,982"
13-Jan,8.1,10.61,110.7072,Jute Batching Oil,`000'   Litres,276
